strace,Benign,557160,4.886,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,2,121,135
br2684ctl,Benign,8216,5.044,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,37,51
false,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
samba_multicall,Benign,1684216,5.808,MIPS,EXEC,SYSTEMV,9,2,0,1,1,1,1,2,279,295
whereis,Benign,16667,5.411,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,2,63,76
drd-mips32-linux,Benign,1827556,6.251,MIPS,EXEC,SYSTEMV,5,2,0,0,0,0,1,0,0,0
fsync,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
detect_sniffer6,Benign,53304,5.404,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,59,72
umount,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
ash,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
cachegrind-mips32-linux,Benign,1749700,6.244,MIPS,EXEC,SYSTEMV,5,2,0,0,0,0,1,0,0,0
smurf6,Benign,49208,5.547,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,57,69
clockdiff,Benign,12328,4.531,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,2,36,50
callgrind-mips32-linux,Benign,1860388,6.257,MIPS,EXEC,SYSTEMV,5,2,0,0,0,0,1,0,0,0
bsdiff,Benign,12312,5.059,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,22,33
fake_solicitate6,Benign,49208,5.671,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,58,71
dos-new-ip6,Benign,49208,5.68,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,60,72
cfdisk,Benign,75011,5.634,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,8,246,286
toobig6,Benign,49208,5.604,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,56,68
wpad-mesh_2016-12-19-ad02e79d-7_mipsel_mips32_hostapd,Benign,1025688,5.976,MIPS,EXEC,SYSTEMV,9,2,0,1,1,1,1,7,425,440
start-stop-daemon,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
resize2fs,Benign,62179,5.509,MIPS,EXEC,SYSTEMV,9,2,0,1,1,1,1,5,167,192
atm-debug-tools_2.5.2-5_mipsel_mips32_atmswitch,Benign,8216,3.281,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,21,36
covert_send6d,Benign,49208,5.441,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,56,68
wpa_supplicant,Benign,1066664,5.985,MIPS,EXEC,SYSTEMV,9,2,0,1,1,1,1,3,151,164
modinfo,Benign,16408,4.602,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,49,62
fake_dns6d,Benign,49208,5.699,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,57,69
dump_router6,Benign,53320,5.526,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,59,72
atmarp,Benign,8216,4.496,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,26,39
busybox_1.25.1-4_mipsel_mips32_ip,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
blkid,Benign,78723,5.706,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,4,163,240
bzcat,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
xargs,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
fake_router6,Benign,53320,5.55,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,58,71
awk,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
id,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
filefrag,Benign,12511,4.837,MIPS,EXEC,SYSTEMV,9,2,0,1,1,1,1,3,34,54
flood_advertise6,Benign,49208,5.622,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,59,72
lsmod,Benign,16408,4.602,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,49,62
free,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
which,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
ipset-dns,Benign,8216,4.533,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,36,48
atmdiag,Benign,4136,4.338,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,12,23
true,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
mapcalc,Benign,12312,4.362,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,4,29,41
tune2fs,Benign,130799,5.838,MIPS,EXEC,SYSTEMV,9,2,0,1,1,1,1,6,225,335
swconfig,Benign,20815,5.203,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,5,50,72
flood_mldrouter6,Benign,49208,5.577,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,60,73
wpad-mini_2016-12-19-ad02e79d-7_mipsel_mips32_wpa_supplicant,Benign,616056,5.997,MIPS,EXEC,SYSTEMV,9,2,0,1,1,1,1,5,173,188
chattr,Benign,8223,4.088,MIPS,EXEC,SYSTEMV,9,2,0,1,1,1,1,4,26,36
pidof,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
iputils-ping_20101006-1_mipsel_mips32_ping,Benign,29000,5.767,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,2,64,79
logread,Benign,12312,4.89,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,6,58,73
arptables,Benign,46408,5.704,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,2,56,72
dnsrevenum6,Benign,53320,5.67,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,68,82
mkfs.ext4,Benign,147271,5.878,MIPS,EXEC,SYSTEMV,9,2,0,1,1,1,1,6,237,346
mkdir,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
ilmidiag,Benign,8216,2.984,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,15,27
tcpdump-mini_4.9.2-1_mipsel_mips32_tcpdump,Benign,334504,6.001,MIPS,EXEC,SYSTEMV,9,2,0,1,1,1,1,3,129,145
mtd,Benign,28792,5.585,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,51,66
fake_dnsupdate6,Benign,49208,5.676,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,61,73
iconv,Benign,28807,5.312,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,60,88
reset,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
svc_send,Benign,4120,4.748,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,18,30
ebtables,Benign,4123,3.401,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,24,6,16
dd,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
odhcpd,Benign,66040,5.574,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,6,149,163
ntpd,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
poweroff,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
wc,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
ranlib,Benign,57907,5.498,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,102,202
genl,Benign,16491,5.251,MIPS,EXEC,SYSTEMV,9,2,0,1,1,1,1,2,32,51
ping,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
pivot_root,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
lsattr,Benign,8223,3.272,MIPS,EXEC,SYSTEMV,9,2,0,1,1,1,1,4,26,36
wpad-mesh_2016-12-19-ad02e79d-7_mipsel_mips32_wpad,Benign,1025688,5.976,MIPS,EXEC,SYSTEMV,9,2,0,1,1,1,1,7,425,440
uuidd,Benign,29131,5.001,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,95,116
script,Benign,16423,5.276,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,2,72,84
mountd,Benign,24600,5.304,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,4,69,81
mkfs.xfs,Benign,299448,5.953,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,103,118
bunzip2,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
flood_mld6,Benign,49208,5.593,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,60,73
meshd-nl80211,Benign,73800,5.705,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,5,127,214
chat,Benign,18008,5.568,MIPS,EXEC,SYSTEMV,9,2,0,1,1,0,1,2,46,58
lsblk,Benign,66447,5.679,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,6,168,228
relayd,Benign,20616,5.115,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,43,76
pwd,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
date,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
basename,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
logger,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
ifconfig,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
bus,Benign,45256,5.49,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,54,70
xfs_growfs,Benign,258216,5.896,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,96,112
flood_dhcpc6,Benign,53384,5.553,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,60,75
top,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
mkfifo,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
lock,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
partx,Benign,78979,5.62,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,5,147,228
sh,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
sha256sum,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
awrite,Benign,4120,4.052,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,18,29
redir6,Benign,49208,5.62,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,57,69
ilmid,Benign,58328,5.438,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,61,75
atm-debug-tools_2.5.2-5_mipsel_mips32_atmaddr,Benign,8216,3.048,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,16,28
iptables,Benign,62680,5.893,MIPS,EXEC,SYSTEMV,9,2,0,1,1,1,1,8,128,154
atm-diagnostics_2.5.2-5_mipsel_mips32_aread,Benign,4120,4.49,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,18,30
atm-debug-tools_2.5.2-5_mipsel_mips32_atmdump,Benign,8232,3.565,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,20,34
netmsg,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
iwpriv,Benign,49224,5.853,MIPS,EXEC,SYSTEMV,9,2,0,1,1,1,1,2,60,73
ping6,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
atm-atmdiag_2.5.2-5_mipsel_mips32_atmdiag,Benign,4136,4.338,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,12,23
dnsdict6,Benign,256856,5.529,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,2,42,57
halt,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
zeppelin,Benign,45112,5.797,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,54,67
iptables-save,Benign,62680,5.893,MIPS,EXEC,SYSTEMV,9,2,0,1,1,1,1,8,128,154
mke2fs,Benign,147271,5.878,MIPS,EXEC,SYSTEMV,9,2,0,1,1,1,1,6,237,346
sleep,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
mknod,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
fake_mldrouter6,Benign,49208,5.663,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,59,71
tune2fs_1.43.3-2_mipsel_mips32_findfs,Benign,130799,5.838,MIPS,EXEC,SYSTEMV,9,2,0,1,1,1,1,6,225,335
fake_mld26,Benign,53304,5.51,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,59,71
cg_merge,Benign,16424,5.048,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,2,20,32
busybox,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
iftop,Benign,53672,5.474,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,4,125,147
atm-debug-tools_2.5.2-5_mipsel_mips32_atmtcp,Benign,16472,5.541,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,50,64
hostapd-mini_2016-12-19-ad02e79d-7_mipsel_mips32_hostapd,Benign,386664,5.932,MIPS,EXEC,SYSTEMV,9,2,0,1,1,1,1,5,153,168
mkfs.ext2,Benign,147271,5.878,MIPS,EXEC,SYSTEMV,9,2,0,1,1,1,1,6,237,346
as,Benign,517375,5.996,MIPS,EXEC,SYSTEMV,11,2,0,1,1,1,1,4,161,733
fake_dhcps6,Benign,53304,5.578,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,59,71
ulockmgr_server,Benign,8216,4.955,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,2,39,50
dropbear,Benign,176520,5.893,MIPS,EXEC,SYSTEMV,9,2,0,1,1,1,1,2,170,185
login,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
passive_discovery6,Benign,49224,5.766,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,61,76
fsck.ext2,Benign,319327,5.879,MIPS,EXEC,SYSTEMV,9,2,0,1,1,1,1,6,371,639
grep,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
delpart,Benign,16615,4.722,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,2,50,69
route,Benign,451896,5.966,MIPS,EXEC,SYSTEMV,8,2,0,1,1,0,1,2,314,334
covert_send6,Benign,49208,5.441,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,56,68
validate_data,Benign,8216,3.668,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,5,12,23
atm-debug-tools_2.5.2-5_mipsel_mips32_aread,Benign,4120,4.49,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,3,18,30
fdisk,Benign,101939,5.556,MIPS,EXEC,SYSTEMV,10,2,0,1,1,1,1,6,304,397
trace-cmd,Benign,297551,5.983,MIPS,EXEC,SYSTEMV,11,2,0,1,1,1,1,2,142,524
